# MC Simulations of 2D Ising Model from Random and Ferromagnetic Initial Condition 
# L = 32
# t_0 = 1000 t_meas = 1000 dt = 1 
# beta energy_density abs_magnetization_density specific_heat susceptibility binder_parameter
3.4875000000000003 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
3.5000000000000004 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
3.5125 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
3.5250000000000004 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
3.5375000000000005 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
3.5500000000000003 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
3.5625000000000004 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
3.575 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
3.5875000000000004 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
3.6000000000000005 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
3.6125000000000003 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
3.6250000000000004 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
3.6375 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
3.6500000000000004 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
3.6625000000000005 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
3.6750000000000003 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
3.6875000000000004 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
3.7 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
3.7125000000000004 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
3.7250000000000005 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
3.7375000000000003 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
3.7500000000000004 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
3.7625 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
3.7750000000000004 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
3.7875000000000005 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
3.8000000000000003 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
3.8125000000000004 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
3.825 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
3.8375000000000004 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
3.8500000000000005 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
3.8625000000000003 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
3.8750000000000004 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
3.8875 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
3.9000000000000004 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
3.9125000000000005 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
3.9250000000000003 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
3.9375000000000004 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
3.95 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
3.9625000000000004 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
3.9750000000000005 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
3.9875000000000003 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.0 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.0125 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.025 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.0375000000000005 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.05 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.0625 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.075 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.0875 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.1000000000000005 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.1125 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.125 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.1375 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.15 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.1625000000000005 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.175 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.1875 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.2 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.2125 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.2250000000000005 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.237500000000001 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.25 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.2625 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.275 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.2875000000000005 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.300000000000001 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.3125 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.325 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.3375 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.3500000000000005 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.362500000000001 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.375 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.3875 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.4 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.4125000000000005 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.425000000000001 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.4375 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.45 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.4625 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.4750000000000005 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.487500000000001 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.5 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.5125 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.525 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.5375000000000005 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.550000000000001 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.5625 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.575 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.5875 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.6000000000000005 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.612500000000001 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.625 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.6375 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.65 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.6625000000000005 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.675000000000001 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.6875 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.7 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.7125 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.7250000000000005 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.737500000000001 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.75 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.7625 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.775 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.7875000000000005 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.800000000000001 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.8125 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.825 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.8375 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.8500000000000005 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.862500000000001 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.875 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.8875 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.9 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.9125000000000005 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.925000000000001 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.9375 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.95 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.9625 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.9750000000000005 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
4.987500000000001 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
5.000000000000001 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
5.0125 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
5.025 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
5.0375000000000005 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
5.050000000000001 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
5.062500000000001 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
5.075 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
5.0875 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
5.1000000000000005 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
5.112500000000001 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
5.125000000000001 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
5.1375 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
5.15 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
5.1625000000000005 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
5.175000000000001 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
5.187500000000001 -2.000000e+00 +1.000000e+00 +0.000000e+00 +0.000000e+00 +6.666667e-01
