# MC Simulations of 2D Ising Model from Random and Ferromagnetic Initial Condition 
# L = 128, Beta = 1.00
# t ener_rand mag_rand ener_ferr mag_ferr
601 -1.940429687500e+00 +3.066406250000e-01 -1.997070312500e+00 +9.992675781250e-01
602 -1.941406250000e+00 +3.062744140625e-01 -1.997558593750e+00 +9.993896484375e-01
603 -1.941406250000e+00 +3.057861328125e-01 -1.998046875000e+00 +9.995117187500e-01
604 -1.942382812500e+00 +3.063964843750e-01 -1.997558593750e+00 +9.993896484375e-01
605 -1.941650390625e+00 +3.063964843750e-01 -1.998046875000e+00 +9.995117187500e-01
606 -1.940429687500e+00 +3.062744140625e-01 -1.997314453125e+00 +9.992675781250e-01
607 -1.940429687500e+00 +3.061523437500e-01 -1.994628906250e+00 +9.985351562500e-01
608 -1.939941406250e+00 +3.055419921875e-01 -1.999023437500e+00 +9.997558593750e-01
609 -1.940917968750e+00 +3.134765625000e-01 -1.996093750000e+00 +9.990234375000e-01
610 -1.943603515625e+00 +3.208007812500e-01 -1.998046875000e+00 +9.995117187500e-01
611 -1.943115234375e+00 +3.210449218750e-01 -1.995605468750e+00 +9.989013671875e-01
612 -1.940429687500e+00 +3.216552734375e-01 -1.996337890625e+00 +9.990234375000e-01
613 -1.944091796875e+00 +3.215332031250e-01 -1.998535156250e+00 +9.996337890625e-01
614 -1.941162109375e+00 +3.160400390625e-01 -1.996582031250e+00 +9.991455078125e-01
615 -1.943115234375e+00 +3.126220703125e-01 -1.998046875000e+00 +9.995117187500e-01
616 -1.943115234375e+00 +3.129882812500e-01 -1.998535156250e+00 +9.996337890625e-01
617 -1.944824218750e+00 +3.098144531250e-01 -1.996582031250e+00 +9.991455078125e-01
618 -1.941650390625e+00 +3.095703125000e-01 -1.998046875000e+00 +9.995117187500e-01
619 -1.943359375000e+00 +3.146972656250e-01 -1.997070312500e+00 +9.992675781250e-01
620 -1.943847656250e+00 +3.143310546875e-01 -1.997558593750e+00 +9.993896484375e-01
621 -1.942626953125e+00 +3.197021484375e-01 -1.998291015625e+00 +9.995117187500e-01
622 -1.942382812500e+00 +3.192138671875e-01 -1.997558593750e+00 +9.993896484375e-01
623 -1.946044921875e+00 +3.151855468750e-01 -1.997558593750e+00 +9.993896484375e-01
624 -1.939697265625e+00 +3.181152343750e-01 -1.997558593750e+00 +9.993896484375e-01
625 -1.941894531250e+00 +3.208007812500e-01 -1.996093750000e+00 +9.990234375000e-01
626 -1.942871093750e+00 +3.212890625000e-01 -1.993652343750e+00 +9.984130859375e-01
627 -1.942626953125e+00 +3.210449218750e-01 -1.996093750000e+00 +9.989013671875e-01
628 -1.941162109375e+00 +3.233642578125e-01 -1.995605468750e+00 +9.987792968750e-01
629 -1.942626953125e+00 +3.205566406250e-01 -1.997070312500e+00 +9.991455078125e-01
630 -1.944335937500e+00 +3.233642578125e-01 -1.995605468750e+00 +9.989013671875e-01
631 -1.945068359375e+00 +3.232421875000e-01 -1.995605468750e+00 +9.989013671875e-01
632 -1.943603515625e+00 +3.231201171875e-01 -1.996337890625e+00 +9.990234375000e-01
633 -1.942382812500e+00 +3.236083984375e-01 -1.996582031250e+00 +9.991455078125e-01
634 -1.944091796875e+00 +3.231201171875e-01 -1.996093750000e+00 +9.990234375000e-01
635 -1.941406250000e+00 +3.261718750000e-01 -1.997558593750e+00 +9.993896484375e-01
636 -1.942138671875e+00 +3.264160156250e-01 -1.996582031250e+00 +9.991455078125e-01
637 -1.941406250000e+00 +3.254394531250e-01 -1.999511718750e+00 +9.998779296875e-01
638 -1.940673828125e+00 +3.245849609375e-01 -1.999023437500e+00 +9.997558593750e-01
639 -1.941894531250e+00 +3.247070312500e-01 -1.993652343750e+00 +9.984130859375e-01
640 -1.940673828125e+00 +3.284912109375e-01 -1.994873046875e+00 +9.986572265625e-01
641 -1.944824218750e+00 +3.341064453125e-01 -1.998535156250e+00 +9.996337890625e-01
642 -1.942382812500e+00 +3.380126953125e-01 -1.998046875000e+00 +9.995117187500e-01
643 -1.941406250000e+00 +3.377685546875e-01 -1.996582031250e+00 +9.991455078125e-01
644 -1.942871093750e+00 +3.432617187500e-01 -1.995117187500e+00 +9.987792968750e-01
645 -1.944580078125e+00 +3.442382812500e-01 -1.997558593750e+00 +9.993896484375e-01
646 -1.944091796875e+00 +3.496093750000e-01 -1.997558593750e+00 +9.993896484375e-01
647 -1.943603515625e+00 +3.494873046875e-01 -1.996093750000e+00 +9.990234375000e-01
648 -1.942626953125e+00 +3.557128906250e-01 -1.998046875000e+00 +9.995117187500e-01
649 -1.943359375000e+00 +3.547363281250e-01 -1.998535156250e+00 +9.996337890625e-01
650 -1.943115234375e+00 +3.553466796875e-01 -1.996582031250e+00 +9.991455078125e-01
651 -1.943603515625e+00 +3.508300781250e-01 -1.998046875000e+00 +9.995117187500e-01
652 -1.942871093750e+00 +3.502197265625e-01 -1.997070312500e+00 +9.992675781250e-01
653 -1.941406250000e+00 +3.437500000000e-01 -1.996582031250e+00 +9.991455078125e-01
654 -1.942626953125e+00 +3.380126953125e-01 -1.996582031250e+00 +9.991455078125e-01
655 -1.943847656250e+00 +3.386230468750e-01 -1.997558593750e+00 +9.993896484375e-01
656 -1.942138671875e+00 +3.383789062500e-01 -1.996093750000e+00 +9.990234375000e-01
657 -1.943359375000e+00 +3.383789062500e-01 -1.995605468750e+00 +9.989013671875e-01
658 -1.946289062500e+00 +3.354492187500e-01 -1.997558593750e+00 +9.993896484375e-01
659 -1.944824218750e+00 +3.327636718750e-01 -1.997558593750e+00 +9.993896484375e-01
660 -1.946777343750e+00 +3.323974609375e-01 -1.996582031250e+00 +9.991455078125e-01
661 -1.944580078125e+00 +3.326416015625e-01 -1.997070312500e+00 +9.992675781250e-01
662 -1.945800781250e+00 +3.347167968750e-01 -1.996093750000e+00 +9.990234375000e-01
663 -1.944335937500e+00 +3.349609375000e-01 -1.997558593750e+00 +9.993896484375e-01
664 -1.945556640625e+00 +3.354492187500e-01 -1.997558593750e+00 +9.993896484375e-01
665 -1.942871093750e+00 +3.334960937500e-01 -1.997558593750e+00 +9.993896484375e-01
666 -1.944335937500e+00 +3.319091796875e-01 -1.997558593750e+00 +9.993896484375e-01
667 -1.945556640625e+00 +3.319091796875e-01 -1.995361328125e+00 +9.987792968750e-01
668 -1.945068359375e+00 +3.294677734375e-01 -1.997070312500e+00 +9.992675781250e-01
669 -1.944335937500e+00 +3.328857421875e-01 -1.997070312500e+00 +9.992675781250e-01
670 -1.946044921875e+00 +3.355712890625e-01 -1.997558593750e+00 +9.993896484375e-01
671 -1.944091796875e+00 +3.361816406250e-01 -1.995117187500e+00 +9.987792968750e-01
672 -1.945068359375e+00 +3.360595703125e-01 -1.996093750000e+00 +9.990234375000e-01
673 -1.944580078125e+00 +3.356933593750e-01 -1.994628906250e+00 +9.986572265625e-01
674 -1.946289062500e+00 +3.359375000000e-01 -1.999023437500e+00 +9.997558593750e-01
675 -1.946044921875e+00 +3.375244140625e-01 -1.995361328125e+00 +9.987792968750e-01
676 -1.945068359375e+00 +3.371582031250e-01 -1.997558593750e+00 +9.993896484375e-01
677 -1.944824218750e+00 +3.374023437500e-01 -1.996582031250e+00 +9.991455078125e-01
678 -1.945556640625e+00 +3.342285156250e-01 -1.996582031250e+00 +9.991455078125e-01
679 -1.942382812500e+00 +3.363037109375e-01 -1.996093750000e+00 +9.990234375000e-01
680 -1.944580078125e+00 +3.366699218750e-01 -1.996582031250e+00 +9.991455078125e-01
681 -1.945800781250e+00 +3.369140625000e-01 -1.997314453125e+00 +9.992675781250e-01
682 -1.945312500000e+00 +3.376464843750e-01 -1.998046875000e+00 +9.995117187500e-01
683 -1.943603515625e+00 +3.369140625000e-01 -1.998535156250e+00 +9.996337890625e-01
684 -1.943115234375e+00 +3.372802734375e-01 -1.998046875000e+00 +9.995117187500e-01
685 -1.942626953125e+00 +3.374023437500e-01 -1.996582031250e+00 +9.991455078125e-01
686 -1.944824218750e+00 +3.376464843750e-01 -1.998535156250e+00 +9.996337890625e-01
687 -1.943847656250e+00 +3.408203125000e-01 -1.997558593750e+00 +9.993896484375e-01
688 -1.945312500000e+00 +3.410644531250e-01 -1.998535156250e+00 +9.996337890625e-01
689 -1.943359375000e+00 +3.408203125000e-01 -1.996582031250e+00 +9.991455078125e-01
690 -1.944335937500e+00 +3.410644531250e-01 -1.997558593750e+00 +9.993896484375e-01
691 -1.945068359375e+00 +3.369140625000e-01 -1.997070312500e+00 +9.992675781250e-01
692 -1.944091796875e+00 +3.348388671875e-01 -1.997070312500e+00 +9.992675781250e-01
693 -1.945068359375e+00 +3.353271484375e-01 -1.996582031250e+00 +9.991455078125e-01
694 -1.946289062500e+00 +3.339843750000e-01 -1.999511718750e+00 +9.998779296875e-01
695 -1.944580078125e+00 +3.327636718750e-01 -1.997070312500e+00 +9.992675781250e-01
696 -1.944091796875e+00 +3.330078125000e-01 -1.998046875000e+00 +9.995117187500e-01
697 -1.943115234375e+00 +3.322753906250e-01 -1.997070312500e+00 +9.992675781250e-01
698 -1.943603515625e+00 +3.328857421875e-01 -1.998046875000e+00 +9.995117187500e-01
699 -1.944091796875e+00 +3.325195312500e-01 -1.994140625000e+00 +9.985351562500e-01
700 -1.945068359375e+00 +3.330078125000e-01 -1.997070312500e+00 +9.992675781250e-01
701 -1.946044921875e+00 +3.330078125000e-01 -1.994140625000e+00 +9.985351562500e-01
702 -1.945556640625e+00 +3.332519531250e-01 -1.997558593750e+00 +9.993896484375e-01
703 -1.944824218750e+00 +3.331298828125e-01 -1.999023437500e+00 +9.997558593750e-01
704 -1.944091796875e+00 +3.365478515625e-01 -1.996582031250e+00 +9.991455078125e-01
705 -1.943359375000e+00 +3.409423828125e-01 -1.998535156250e+00 +9.996337890625e-01
706 -1.944335937500e+00 +3.416748046875e-01 -1.997558593750e+00 +9.993896484375e-01
707 -1.945800781250e+00 +3.375244140625e-01 -1.997558593750e+00 +9.993896484375e-01
708 -1.945556640625e+00 +3.375244140625e-01 -1.997802734375e+00 +9.993896484375e-01
709 -1.945312500000e+00 +3.375244140625e-01 -1.998046875000e+00 +9.995117187500e-01
710 -1.944824218750e+00 +3.370361328125e-01 -1.999023437500e+00 +9.997558593750e-01
711 -1.944335937500e+00 +3.372802734375e-01 -1.996582031250e+00 +9.991455078125e-01
712 -1.943603515625e+00 +3.369140625000e-01 -1.996582031250e+00 +9.991455078125e-01
713 -1.944580078125e+00 +3.374023437500e-01 -1.996582031250e+00 +9.991455078125e-01
714 -1.943115234375e+00 +3.320312500000e-01 -1.997070312500e+00 +9.992675781250e-01
715 -1.944580078125e+00 +3.321533203125e-01 -1.996582031250e+00 +9.991455078125e-01
716 -1.946533203125e+00 +3.293457031250e-01 -1.996582031250e+00 +9.991455078125e-01
717 -1.947021484375e+00 +3.315429687500e-01 -1.995849609375e+00 +9.989013671875e-01
718 -1.946044921875e+00 +3.317871093750e-01 -1.996582031250e+00 +9.991455078125e-01
719 -1.943847656250e+00 +3.311767578125e-01 -1.997070312500e+00 +9.992675781250e-01
720 -1.943603515625e+00 +3.288574218750e-01 -1.997070312500e+00 +9.992675781250e-01
721 -1.943359375000e+00 +3.287353515625e-01 -1.998535156250e+00 +9.996337890625e-01
722 -1.944335937500e+00 +3.292236328125e-01 -1.996582031250e+00 +9.991455078125e-01
723 -1.943359375000e+00 +3.287353515625e-01 -1.996582031250e+00 +9.991455078125e-01
724 -1.943603515625e+00 +3.291015625000e-01 -1.996582031250e+00 +9.991455078125e-01
725 -1.945068359375e+00 +3.284912109375e-01 -1.994628906250e+00 +9.986572265625e-01
726 -1.944580078125e+00 +3.284912109375e-01 -1.994384765625e+00 +9.985351562500e-01
727 -1.943847656250e+00 +3.331298828125e-01 -1.997558593750e+00 +9.993896484375e-01
728 -1.943115234375e+00 +3.283691406250e-01 -1.996826171875e+00 +9.991455078125e-01
729 -1.944091796875e+00 +3.237304687500e-01 -1.997314453125e+00 +9.992675781250e-01
730 -1.944335937500e+00 +3.240966796875e-01 -1.997558593750e+00 +9.993896484375e-01
731 -1.940673828125e+00 +3.186035156250e-01 -1.997070312500e+00 +9.992675781250e-01
732 -1.942626953125e+00 +3.188476562500e-01 -1.997070312500e+00 +9.992675781250e-01
733 -1.940673828125e+00 +3.190917968750e-01 -1.998535156250e+00 +9.996337890625e-01
734 -1.944091796875e+00 +3.183593750000e-01 -1.997558593750e+00 +9.993896484375e-01
735 -1.945068359375e+00 +3.149414062500e-01 -1.995605468750e+00 +9.989013671875e-01
736 -1.944580078125e+00 +3.148193359375e-01 -1.995605468750e+00 +9.989013671875e-01
737 -1.944824218750e+00 +3.178710937500e-01 -1.995117187500e+00 +9.987792968750e-01
738 -1.945556640625e+00 +3.186035156250e-01 -1.995117187500e+00 +9.987792968750e-01
739 -1.945800781250e+00 +3.192138671875e-01 -1.996093750000e+00 +9.990234375000e-01
740 -1.945312500000e+00 +3.176269531250e-01 -1.995605468750e+00 +9.989013671875e-01
741 -1.944824218750e+00 +3.178710937500e-01 -1.997070312500e+00 +9.992675781250e-01
742 -1.944335937500e+00 +3.172607421875e-01 -1.997802734375e+00 +9.993896484375e-01
743 -1.945312500000e+00 +3.182373046875e-01 -1.998535156250e+00 +9.996337890625e-01
744 -1.943847656250e+00 +3.195800781250e-01 -1.997070312500e+00 +9.992675781250e-01
745 -1.943847656250e+00 +3.192138671875e-01 -1.998779296875e+00 +9.996337890625e-01
746 -1.944335937500e+00 +3.197021484375e-01 -1.999023437500e+00 +9.997558593750e-01
747 -1.941162109375e+00 +3.193359375000e-01 -1.998046875000e+00 +9.995117187500e-01
748 -1.945068359375e+00 +3.170166015625e-01 -1.997558593750e+00 +9.993896484375e-01
749 -1.942871093750e+00 +3.142089843750e-01 -1.995605468750e+00 +9.989013671875e-01
750 -1.945068359375e+00 +3.171386718750e-01 -1.995117187500e+00 +9.986572265625e-01
751 -1.943847656250e+00 +3.168945312500e-01 -1.998779296875e+00 +9.996337890625e-01
752 -1.944091796875e+00 +3.159179687500e-01 -1.996093750000e+00 +9.990234375000e-01
753 -1.943359375000e+00 +3.155517578125e-01 -1.996093750000e+00 +9.990234375000e-01
754 -1.944580078125e+00 +3.155517578125e-01 -1.996093750000e+00 +9.990234375000e-01
755 -1.942626953125e+00 +3.157958984375e-01 -1.998046875000e+00 +9.995117187500e-01
756 -1.942382812500e+00 +3.149414062500e-01 -1.997558593750e+00 +9.993896484375e-01
757 -1.942138671875e+00 +3.164062500000e-01 -1.997070312500e+00 +9.992675781250e-01
758 -1.942382812500e+00 +3.186035156250e-01 -1.998535156250e+00 +9.996337890625e-01
759 -1.943359375000e+00 +3.189697265625e-01 -1.997070312500e+00 +9.992675781250e-01
760 -1.942382812500e+00 +3.172607421875e-01 -1.996582031250e+00 +9.991455078125e-01
761 -1.942626953125e+00 +3.170166015625e-01 -1.994628906250e+00 +9.986572265625e-01
762 -1.943847656250e+00 +3.175048828125e-01 -1.996582031250e+00 +9.991455078125e-01
763 -1.944824218750e+00 +3.178710937500e-01 -1.997558593750e+00 +9.993896484375e-01
764 -1.940185546875e+00 +3.160400390625e-01 -1.995605468750e+00 +9.989013671875e-01
765 -1.943603515625e+00 +3.175048828125e-01 -1.996826171875e+00 +9.991455078125e-01
766 -1.943115234375e+00 +3.208007812500e-01 -1.997558593750e+00 +9.993896484375e-01
767 -1.945312500000e+00 +3.236083984375e-01 -1.999023437500e+00 +9.997558593750e-01
768 -1.946044921875e+00 +3.232421875000e-01 -1.998046875000e+00 +9.995117187500e-01
769 -1.946533203125e+00 +3.229980468750e-01 -1.998779296875e+00 +9.996337890625e-01
770 -1.942871093750e+00 +3.194580078125e-01 -1.998291015625e+00 +9.995117187500e-01
771 -1.943603515625e+00 +3.216552734375e-01 -1.996582031250e+00 +9.991455078125e-01
772 -1.943847656250e+00 +3.183593750000e-01 -1.997558593750e+00 +9.993896484375e-01
773 -1.944335937500e+00 +3.220214843750e-01 -1.997070312500e+00 +9.992675781250e-01
774 -1.944335937500e+00 +3.248291015625e-01 -1.998046875000e+00 +9.995117187500e-01
775 -1.942871093750e+00 +3.238525390625e-01 -1.998291015625e+00 +9.995117187500e-01
776 -1.941650390625e+00 +3.244628906250e-01 -1.997558593750e+00 +9.993896484375e-01
777 -1.943603515625e+00 +3.261718750000e-01 -1.998535156250e+00 +9.996337890625e-01
778 -1.945312500000e+00 +3.261718750000e-01 -1.998046875000e+00 +9.995117187500e-01
779 -1.942382812500e+00 +3.227539062500e-01 -1.997070312500e+00 +9.992675781250e-01
780 -1.942871093750e+00 +3.204345703125e-01 -1.997070312500e+00 +9.992675781250e-01
781 -1.941162109375e+00 +3.199462890625e-01 -1.998046875000e+00 +9.995117187500e-01
782 -1.942382812500e+00 +3.253173828125e-01 -1.996093750000e+00 +9.990234375000e-01
783 -1.944091796875e+00 +3.264160156250e-01 -1.998046875000e+00 +9.995117187500e-01
784 -1.943847656250e+00 +3.310546875000e-01 -1.997802734375e+00 +9.993896484375e-01
785 -1.942138671875e+00 +3.305664062500e-01 -1.997558593750e+00 +9.993896484375e-01
786 -1.946289062500e+00 +3.273925781250e-01 -1.997070312500e+00 +9.992675781250e-01
787 -1.944335937500e+00 +3.229980468750e-01 -1.999023437500e+00 +9.997558593750e-01
788 -1.937744140625e+00 +3.206787109375e-01 -1.998535156250e+00 +9.996337890625e-01
789 -1.943359375000e+00 +3.182373046875e-01 -1.997558593750e+00 +9.993896484375e-01
790 -1.944091796875e+00 +3.193359375000e-01 -1.998046875000e+00 +9.995117187500e-01
791 -1.944335937500e+00 +3.238525390625e-01 -1.998046875000e+00 +9.995117187500e-01
792 -1.942382812500e+00 +3.234863281250e-01 -1.997314453125e+00 +9.992675781250e-01
793 -1.942138671875e+00 +3.233642578125e-01 -1.997802734375e+00 +9.993896484375e-01
794 -1.944335937500e+00 +3.275146484375e-01 -1.997558593750e+00 +9.993896484375e-01
795 -1.943603515625e+00 +3.293457031250e-01 -1.997070312500e+00 +9.992675781250e-01
796 -1.945068359375e+00 +3.321533203125e-01 -1.998046875000e+00 +9.995117187500e-01
797 -1.945068359375e+00 +3.317871093750e-01 -1.996093750000e+00 +9.990234375000e-01
798 -1.945556640625e+00 +3.298339843750e-01 -1.995849609375e+00 +9.989013671875e-01
799 -1.945800781250e+00 +3.304443359375e-01 -1.997558593750e+00 +9.993896484375e-01
800 -1.947021484375e+00 +3.321533203125e-01 -1.999023437500e+00 +9.997558593750e-01
801 -1.947021484375e+00 +3.306884765625e-01 -1.997070312500e+00 +9.992675781250e-01
802 -1.945068359375e+00 +3.305664062500e-01 -1.997070312500e+00 +9.992675781250e-01
803 -1.943847656250e+00 +3.333740234375e-01 -1.998291015625e+00 +9.995117187500e-01
804 -1.945556640625e+00 +3.341064453125e-01 -1.996093750000e+00 +9.990234375000e-01
805 -1.945312500000e+00 +3.344726562500e-01 -1.996582031250e+00 +9.991455078125e-01
806 -1.944580078125e+00 +3.338623046875e-01 -1.996582031250e+00 +9.991455078125e-01
807 -1.944580078125e+00 +3.350830078125e-01 -1.998535156250e+00 +9.996337890625e-01
808 -1.945556640625e+00 +3.322753906250e-01 -1.997070312500e+00 +9.992675781250e-01
809 -1.945556640625e+00 +3.325195312500e-01 -1.997558593750e+00 +9.993896484375e-01
810 -1.945556640625e+00 +3.354492187500e-01 -1.996093750000e+00 +9.990234375000e-01
811 -1.944824218750e+00 +3.332519531250e-01 -1.997314453125e+00 +9.992675781250e-01
812 -1.945312500000e+00 +3.343505859375e-01 -1.998291015625e+00 +9.995117187500e-01
813 -1.945800781250e+00 +3.325195312500e-01 -1.997070312500e+00 +9.992675781250e-01
814 -1.943847656250e+00 +3.328857421875e-01 -1.996093750000e+00 +9.990234375000e-01
815 -1.941406250000e+00 +3.337402343750e-01 -1.995849609375e+00 +9.989013671875e-01
816 -1.943115234375e+00 +3.348388671875e-01 -1.996582031250e+00 +9.991455078125e-01
817 -1.942871093750e+00 +3.341064453125e-01 -1.996582031250e+00 +9.991455078125e-01
818 -1.943359375000e+00 +3.341064453125e-01 -1.997802734375e+00 +9.993896484375e-01
819 -1.943847656250e+00 +3.345947265625e-01 -1.998046875000e+00 +9.995117187500e-01
820 -1.942382812500e+00 +3.344726562500e-01 -1.997070312500e+00 +9.992675781250e-01
821 -1.944335937500e+00 +3.311767578125e-01 -1.997558593750e+00 +9.993896484375e-01
822 -1.943603515625e+00 +3.314208984375e-01 -1.998535156250e+00 +9.996337890625e-01
823 -1.945312500000e+00 +3.347167968750e-01 -1.999511718750e+00 +9.998779296875e-01
824 -1.944091796875e+00 +3.354492187500e-01 -1.996093750000e+00 +9.990234375000e-01
825 -1.946044921875e+00 +3.377685546875e-01 -1.999511718750e+00 +9.998779296875e-01
826 -1.944091796875e+00 +3.354492187500e-01 -1.998046875000e+00 +9.995117187500e-01
827 -1.946044921875e+00 +3.371582031250e-01 -1.999023437500e+00 +9.997558593750e-01
828 -1.944091796875e+00 +3.364257812500e-01 -1.996582031250e+00 +9.991455078125e-01
829 -1.941894531250e+00 +3.363037109375e-01 -1.994873046875e+00 +9.986572265625e-01
830 -1.945068359375e+00 +3.363037109375e-01 -1.994140625000e+00 +9.985351562500e-01
831 -1.941406250000e+00 +3.361816406250e-01 -1.996582031250e+00 +9.991455078125e-01
832 -1.943847656250e+00 +3.366699218750e-01 -1.995361328125e+00 +9.987792968750e-01
833 -1.943359375000e+00 +3.367919921875e-01 -1.996826171875e+00 +9.991455078125e-01
834 -1.943603515625e+00 +3.364257812500e-01 -1.996582031250e+00 +9.991455078125e-01
835 -1.942626953125e+00 +3.365478515625e-01 -1.997802734375e+00 +9.993896484375e-01
836 -1.945312500000e+00 +3.387451171875e-01 -1.997070312500e+00 +9.992675781250e-01
837 -1.946533203125e+00 +3.382568359375e-01 -1.996093750000e+00 +9.990234375000e-01
838 -1.945556640625e+00 +3.387451171875e-01 -1.997070312500e+00 +9.992675781250e-01
839 -1.946777343750e+00 +3.360595703125e-01 -1.998046875000e+00 +9.995117187500e-01
840 -1.947753906250e+00 +3.370361328125e-01 -1.998046875000e+00 +9.995117187500e-01
841 -1.947753906250e+00 +3.380126953125e-01 -1.996582031250e+00 +9.991455078125e-01
842 -1.947753906250e+00 +3.375244140625e-01 -1.994628906250e+00 +9.986572265625e-01
843 -1.944824218750e+00 +3.381347656250e-01 -1.996582031250e+00 +9.991455078125e-01
844 -1.946777343750e+00 +3.363037109375e-01 -1.997558593750e+00 +9.993896484375e-01
845 -1.946289062500e+00 +3.370361328125e-01 -1.996582031250e+00 +9.991455078125e-01
846 -1.942871093750e+00 +3.374023437500e-01 -1.996582031250e+00 +9.990234375000e-01
847 -1.943115234375e+00 +3.372802734375e-01 -1.997558593750e+00 +9.993896484375e-01
848 -1.943603515625e+00 +3.386230468750e-01 -1.998535156250e+00 +9.996337890625e-01
849 -1.945800781250e+00 +3.370361328125e-01 -1.998046875000e+00 +9.995117187500e-01
850 -1.945556640625e+00 +3.353271484375e-01 -1.998291015625e+00 +9.995117187500e-01
851 -1.946044921875e+00 +3.354492187500e-01 -1.997070312500e+00 +9.992675781250e-01
852 -1.946533203125e+00 +3.343505859375e-01 -1.997070312500e+00 +9.991455078125e-01
853 -1.944091796875e+00 +3.343505859375e-01 -1.999511718750e+00 +9.998779296875e-01
854 -1.946044921875e+00 +3.343505859375e-01 -1.995605468750e+00 +9.989013671875e-01
855 -1.946044921875e+00 +3.343505859375e-01 -1.998046875000e+00 +9.995117187500e-01
856 -1.947265625000e+00 +3.356933593750e-01 -1.998046875000e+00 +9.995117187500e-01
857 -1.944335937500e+00 +3.375244140625e-01 -1.997558593750e+00 +9.993896484375e-01
858 -1.944091796875e+00 +3.387451171875e-01 -1.997070312500e+00 +9.992675781250e-01
859 -1.945068359375e+00 +3.394775390625e-01 -1.996826171875e+00 +9.991455078125e-01
860 -1.946289062500e+00 +3.359375000000e-01 -1.998046875000e+00 +9.993896484375e-01
861 -1.943603515625e+00 +3.405761718750e-01 -1.996582031250e+00 +9.991455078125e-01
862 -1.945312500000e+00 +3.360595703125e-01 -1.998535156250e+00 +9.996337890625e-01
863 -1.944824218750e+00 +3.402099609375e-01 -1.999023437500e+00 +9.997558593750e-01
864 -1.944091796875e+00 +3.444824218750e-01 -1.999023437500e+00 +9.997558593750e-01
865 -1.941894531250e+00 +3.415527343750e-01 -1.997558593750e+00 +9.993896484375e-01
866 -1.944580078125e+00 +3.422851562500e-01 -1.996093750000e+00 +9.990234375000e-01
867 -1.941894531250e+00 +3.424072265625e-01 -1.995605468750e+00 +9.989013671875e-01
868 -1.946533203125e+00 +3.391113281250e-01 -1.995117187500e+00 +9.987792968750e-01
869 -1.945556640625e+00 +3.385009765625e-01 -1.997558593750e+00 +9.993896484375e-01
870 -1.944824218750e+00 +3.402099609375e-01 -1.998046875000e+00 +9.995117187500e-01
871 -1.944091796875e+00 +3.399658203125e-01 -1.995605468750e+00 +9.989013671875e-01
872 -1.943359375000e+00 +3.410644531250e-01 -1.999511718750e+00 +9.998779296875e-01
873 -1.944824218750e+00 +3.410644531250e-01 -1.999511718750e+00 +9.998779296875e-01
874 -1.947998046875e+00 +3.414306640625e-01 -1.999023437500e+00 +9.997558593750e-01
875 -1.944580078125e+00 +3.402099609375e-01 -1.997070312500e+00 +9.992675781250e-01
876 -1.944824218750e+00 +3.408203125000e-01 -1.996093750000e+00 +9.990234375000e-01
877 -1.945800781250e+00 +3.382568359375e-01 -1.995605468750e+00 +9.989013671875e-01
878 -1.946533203125e+00 +3.380126953125e-01 -1.998046875000e+00 +9.995117187500e-01
879 -1.946044921875e+00 +3.375244140625e-01 -1.998046875000e+00 +9.995117187500e-01
880 -1.945068359375e+00 +3.348388671875e-01 -1.996582031250e+00 +9.991455078125e-01
881 -1.947021484375e+00 +3.321533203125e-01 -1.995605468750e+00 +9.989013671875e-01
882 -1.947021484375e+00 +3.358154296875e-01 -1.996582031250e+00 +9.991455078125e-01
883 -1.947021484375e+00 +3.312988281250e-01 -1.998046875000e+00 +9.995117187500e-01
884 -1.945312500000e+00 +3.321533203125e-01 -1.998535156250e+00 +9.996337890625e-01
885 -1.943115234375e+00 +3.278808593750e-01 -1.998046875000e+00 +9.995117187500e-01
886 -1.946289062500e+00 +3.283691406250e-01 -1.998535156250e+00 +9.996337890625e-01
887 -1.946289062500e+00 +3.276367187500e-01 -1.997802734375e+00 +9.993896484375e-01
888 -1.943603515625e+00 +3.244628906250e-01 -1.994384765625e+00 +9.985351562500e-01
889 -1.945556640625e+00 +3.277587890625e-01 -1.995117187500e+00 +9.987792968750e-01
890 -1.946289062500e+00 +3.282470703125e-01 -1.993652343750e+00 +9.984130859375e-01
891 -1.942626953125e+00 +3.283691406250e-01 -1.995849609375e+00 +9.989013671875e-01
892 -1.943603515625e+00 +3.260498046875e-01 -1.996337890625e+00 +9.990234375000e-01
893 -1.944335937500e+00 +3.286132812500e-01 -1.995605468750e+00 +9.989013671875e-01
894 -1.947021484375e+00 +3.264160156250e-01 -1.997558593750e+00 +9.993896484375e-01
895 -1.944335937500e+00 +3.262939453125e-01 -1.997558593750e+00 +9.993896484375e-01
896 -1.943847656250e+00 +3.264160156250e-01 -1.996582031250e+00 +9.990234375000e-01
897 -1.946533203125e+00 +3.243408203125e-01 -1.995605468750e+00 +9.989013671875e-01
898 -1.945068359375e+00 +3.242187500000e-01 -1.998046875000e+00 +9.995117187500e-01
899 -1.945068359375e+00 +3.205566406250e-01 -1.996093750000e+00 +9.990234375000e-01
900 -1.946044921875e+00 +3.234863281250e-01 -1.998046875000e+00 +9.995117187500e-01
901 -1.945068359375e+00 +3.237304687500e-01 -1.998046875000e+00 +9.995117187500e-01
902 -1.946533203125e+00 +3.245849609375e-01 -1.997558593750e+00 +9.993896484375e-01
