# MC Simulations of 2D Ising Model from Random and Ferromagnetic Initial Condition 
# L = 128, Beta = 1.00
# t ener_rand mag_rand ener_ferr mag_ferr
299 -1.919677734375e+00 +2.427978515625e-01 -1.998535156250e+00 +9.996337890625e-01
300 -1.925292968750e+00 +2.396240234375e-01 -1.997558593750e+00 +9.993896484375e-01
301 -1.925537109375e+00 +2.398681640625e-01 -1.996093750000e+00 +9.990234375000e-01
302 -1.926025390625e+00 +2.395019531250e-01 -1.995117187500e+00 +9.987792968750e-01
303 -1.925537109375e+00 +2.446289062500e-01 -1.995605468750e+00 +9.989013671875e-01
304 -1.925048828125e+00 +2.449951171875e-01 -1.996093750000e+00 +9.990234375000e-01
305 -1.923095703125e+00 +2.446289062500e-01 -1.995605468750e+00 +9.989013671875e-01
306 -1.927734375000e+00 +2.513427734375e-01 -1.996582031250e+00 +9.991455078125e-01
307 -1.925048828125e+00 +2.514648437500e-01 -1.995605468750e+00 +9.989013671875e-01
308 -1.920654296875e+00 +2.512207031250e-01 -1.998779296875e+00 +9.996337890625e-01
309 -1.920898437500e+00 +2.509765625000e-01 -1.998535156250e+00 +9.996337890625e-01
310 -1.923583984375e+00 +2.580566406250e-01 -1.999023437500e+00 +9.997558593750e-01
311 -1.924560546875e+00 +2.639160156250e-01 -1.997558593750e+00 +9.993896484375e-01
312 -1.928710937500e+00 +2.614746093750e-01 -1.998535156250e+00 +9.996337890625e-01
313 -1.929199218750e+00 +2.614746093750e-01 -1.997070312500e+00 +9.992675781250e-01
314 -1.929199218750e+00 +2.623291015625e-01 -1.997314453125e+00 +9.992675781250e-01
315 -1.929931640625e+00 +2.634277343750e-01 -1.997802734375e+00 +9.993896484375e-01
316 -1.924804687500e+00 +2.602539062500e-01 -1.996582031250e+00 +9.991455078125e-01
317 -1.927246093750e+00 +2.633056640625e-01 -1.997558593750e+00 +9.993896484375e-01
318 -1.927490234375e+00 +2.629394531250e-01 -1.997558593750e+00 +9.993896484375e-01
319 -1.928466796875e+00 +2.664794921875e-01 -1.997802734375e+00 +9.993896484375e-01
320 -1.927978515625e+00 +2.667236328125e-01 -1.997558593750e+00 +9.993896484375e-01
321 -1.928222656250e+00 +2.670898437500e-01 -1.996337890625e+00 +9.990234375000e-01
322 -1.926513671875e+00 +2.667236328125e-01 -1.997070312500e+00 +9.992675781250e-01
323 -1.927490234375e+00 +2.626953125000e-01 -1.996826171875e+00 +9.991455078125e-01
324 -1.928466796875e+00 +2.686767578125e-01 -1.997558593750e+00 +9.993896484375e-01
325 -1.930664062500e+00 +2.687988281250e-01 -1.998046875000e+00 +9.995117187500e-01
326 -1.927001953125e+00 +2.770996093750e-01 -1.997558593750e+00 +9.993896484375e-01
327 -1.927490234375e+00 +2.691650390625e-01 -1.994628906250e+00 +9.986572265625e-01
328 -1.929443359375e+00 +2.789306640625e-01 -1.996582031250e+00 +9.991455078125e-01
329 -1.927978515625e+00 +2.786865234375e-01 -1.994140625000e+00 +9.985351562500e-01
330 -1.929443359375e+00 +2.792968750000e-01 -1.997070312500e+00 +9.992675781250e-01
331 -1.928955078125e+00 +2.797851562500e-01 -1.997558593750e+00 +9.993896484375e-01
332 -1.925781250000e+00 +2.727050781250e-01 -1.997070312500e+00 +9.992675781250e-01
333 -1.925048828125e+00 +2.729492187500e-01 -1.997314453125e+00 +9.992675781250e-01
334 -1.927001953125e+00 +2.683105468750e-01 -1.996582031250e+00 +9.991455078125e-01
335 -1.928222656250e+00 +2.684326171875e-01 -1.998046875000e+00 +9.995117187500e-01
336 -1.929199218750e+00 +2.683105468750e-01 -1.996826171875e+00 +9.991455078125e-01
337 -1.927490234375e+00 +2.749023437500e-01 -1.996582031250e+00 +9.991455078125e-01
338 -1.928222656250e+00 +2.750244140625e-01 -1.997070312500e+00 +9.992675781250e-01
339 -1.927001953125e+00 +2.750244140625e-01 -1.999023437500e+00 +9.997558593750e-01
340 -1.927734375000e+00 +2.749023437500e-01 -1.998046875000e+00 +9.995117187500e-01
341 -1.926757812500e+00 +2.755126953125e-01 -1.997558593750e+00 +9.993896484375e-01
342 -1.927734375000e+00 +2.823486328125e-01 -1.997802734375e+00 +9.993896484375e-01
343 -1.928955078125e+00 +2.822265625000e-01 -1.996582031250e+00 +9.991455078125e-01
344 -1.929687500000e+00 +2.823486328125e-01 -1.999023437500e+00 +9.997558593750e-01
345 -1.927978515625e+00 +2.825927734375e-01 -1.996093750000e+00 +9.990234375000e-01
346 -1.927734375000e+00 +2.822265625000e-01 -1.997558593750e+00 +9.993896484375e-01
347 -1.928710937500e+00 +2.813720703125e-01 -1.997558593750e+00 +9.993896484375e-01
348 -1.927734375000e+00 +2.812500000000e-01 -1.997070312500e+00 +9.992675781250e-01
349 -1.930908203125e+00 +2.758789062500e-01 -1.994873046875e+00 +9.986572265625e-01
350 -1.929443359375e+00 +2.760009765625e-01 -1.998535156250e+00 +9.996337890625e-01
351 -1.927734375000e+00 +2.812500000000e-01 -1.998535156250e+00 +9.996337890625e-01
352 -1.929443359375e+00 +2.753906250000e-01 -1.997558593750e+00 +9.993896484375e-01
353 -1.924804687500e+00 +2.827148437500e-01 -1.997558593750e+00 +9.993896484375e-01
354 -1.925781250000e+00 +2.828369140625e-01 -1.998535156250e+00 +9.996337890625e-01
355 -1.924316406250e+00 +2.769775390625e-01 -1.998535156250e+00 +9.996337890625e-01
356 -1.924804687500e+00 +2.825927734375e-01 -1.998046875000e+00 +9.995117187500e-01
357 -1.927734375000e+00 +2.891845703125e-01 -1.995605468750e+00 +9.989013671875e-01
358 -1.928710937500e+00 +2.896728515625e-01 -1.995605468750e+00 +9.989013671875e-01
359 -1.929687500000e+00 +2.908935546875e-01 -1.999023437500e+00 +9.997558593750e-01
360 -1.927978515625e+00 +2.915039062500e-01 -2.000000000000e+00 +1.000000000000e+00
361 -1.929199218750e+00 +2.910156250000e-01 -1.999023437500e+00 +9.997558593750e-01
362 -1.928710937500e+00 +2.912597656250e-01 -1.998046875000e+00 +9.995117187500e-01
363 -1.929443359375e+00 +2.907714843750e-01 -1.997558593750e+00 +9.993896484375e-01
364 -1.927734375000e+00 +2.830810546875e-01 -1.997558593750e+00 +9.993896484375e-01
365 -1.928710937500e+00 +2.834472656250e-01 -1.995605468750e+00 +9.987792968750e-01
366 -1.930908203125e+00 +2.889404296875e-01 -1.998046875000e+00 +9.995117187500e-01
367 -1.931884765625e+00 +2.845458984375e-01 -1.998046875000e+00 +9.995117187500e-01
368 -1.929931640625e+00 +2.814941406250e-01 -1.997558593750e+00 +9.993896484375e-01
369 -1.927734375000e+00 +2.794189453125e-01 -1.999023437500e+00 +9.997558593750e-01
370 -1.927734375000e+00 +2.784423828125e-01 -1.999511718750e+00 +9.998779296875e-01
371 -1.931152343750e+00 +2.812500000000e-01 -1.997314453125e+00 +9.992675781250e-01
372 -1.928222656250e+00 +2.807617187500e-01 -1.997070312500e+00 +9.992675781250e-01
373 -1.930175781250e+00 +2.857666015625e-01 -1.996582031250e+00 +9.991455078125e-01
374 -1.928710937500e+00 +2.855224609375e-01 -1.997558593750e+00 +9.993896484375e-01
375 -1.928710937500e+00 +2.860107421875e-01 -1.997070312500e+00 +9.992675781250e-01
376 -1.927246093750e+00 +2.922363281250e-01 -1.995849609375e+00 +9.989013671875e-01
377 -1.928710937500e+00 +2.917480468750e-01 -1.999023437500e+00 +9.997558593750e-01
378 -1.928222656250e+00 +2.923583984375e-01 -1.998535156250e+00 +9.996337890625e-01
379 -1.930908203125e+00 +2.999267578125e-01 -1.998535156250e+00 +9.996337890625e-01
380 -1.932617187500e+00 +3.070068359375e-01 -1.996093750000e+00 +9.990234375000e-01
381 -1.933837890625e+00 +3.006591796875e-01 -1.997558593750e+00 +9.993896484375e-01
382 -1.929687500000e+00 +3.055419921875e-01 -1.998046875000e+00 +9.995117187500e-01
383 -1.931396484375e+00 +3.006591796875e-01 -1.998535156250e+00 +9.996337890625e-01
384 -1.929687500000e+00 +2.965087890625e-01 -1.996337890625e+00 +9.990234375000e-01
385 -1.930664062500e+00 +2.946777343750e-01 -1.997558593750e+00 +9.993896484375e-01
386 -1.930175781250e+00 +2.941894531250e-01 -1.995849609375e+00 +9.989013671875e-01
387 -1.933105468750e+00 +2.960205078125e-01 -1.997070312500e+00 +9.992675781250e-01
388 -1.931396484375e+00 +2.952880859375e-01 -1.995605468750e+00 +9.989013671875e-01
389 -1.929443359375e+00 +2.937011718750e-01 -1.995605468750e+00 +9.987792968750e-01
390 -1.933837890625e+00 +2.928466796875e-01 -1.997558593750e+00 +9.993896484375e-01
391 -1.932861328125e+00 +2.933349609375e-01 -1.994873046875e+00 +9.986572265625e-01
392 -1.933593750000e+00 +2.934570312500e-01 -1.999023437500e+00 +9.997558593750e-01
393 -1.933837890625e+00 +2.926025390625e-01 -1.996582031250e+00 +9.991455078125e-01
394 -1.932128906250e+00 +2.858886718750e-01 -1.993652343750e+00 +9.982910156250e-01
395 -1.933593750000e+00 +2.852783203125e-01 -1.996337890625e+00 +9.990234375000e-01
396 -1.936279296875e+00 +2.808837890625e-01 -1.995849609375e+00 +9.989013671875e-01
397 -1.935791015625e+00 +2.806396484375e-01 -1.997070312500e+00 +9.992675781250e-01
398 -1.937255859375e+00 +2.760009765625e-01 -1.998046875000e+00 +9.995117187500e-01
399 -1.937744140625e+00 +2.753906250000e-01 -1.996582031250e+00 +9.991455078125e-01
400 -1.937011718750e+00 +2.707519531250e-01 -1.995117187500e+00 +9.987792968750e-01
401 -1.937011718750e+00 +2.708740234375e-01 -1.993408203125e+00 +9.982910156250e-01
402 -1.937011718750e+00 +2.709960937500e-01 -1.994628906250e+00 +9.986572265625e-01
403 -1.935546875000e+00 +2.705078125000e-01 -1.996093750000e+00 +9.990234375000e-01
404 -1.936279296875e+00 +2.707519531250e-01 -1.996582031250e+00 +9.991455078125e-01
405 -1.936523437500e+00 +2.709960937500e-01 -1.998291015625e+00 +9.995117187500e-01
406 -1.935791015625e+00 +2.709960937500e-01 -1.999023437500e+00 +9.997558593750e-01
407 -1.937011718750e+00 +2.714843750000e-01 -1.997558593750e+00 +9.993896484375e-01
408 -1.937500000000e+00 +2.719726562500e-01 -1.997070312500e+00 +9.992675781250e-01
409 -1.938720703125e+00 +2.716064453125e-01 -1.997070312500e+00 +9.992675781250e-01
410 -1.936767578125e+00 +2.622070312500e-01 -1.997558593750e+00 +9.993896484375e-01
411 -1.936767578125e+00 +2.615966796875e-01 -1.997070312500e+00 +9.992675781250e-01
412 -1.935302734375e+00 +2.543945312500e-01 -1.997070312500e+00 +9.992675781250e-01
413 -1.937011718750e+00 +2.602539062500e-01 -1.997558593750e+00 +9.993896484375e-01
414 -1.938476562500e+00 +2.668457031250e-01 -1.997070312500e+00 +9.992675781250e-01
415 -1.937988281250e+00 +2.667236328125e-01 -1.996582031250e+00 +9.991455078125e-01
416 -1.938232421875e+00 +2.668457031250e-01 -1.996093750000e+00 +9.990234375000e-01
417 -1.937744140625e+00 +2.667236328125e-01 -1.997070312500e+00 +9.992675781250e-01
418 -1.937988281250e+00 +2.728271484375e-01 -1.997314453125e+00 +9.992675781250e-01
419 -1.938476562500e+00 +2.731933593750e-01 -1.998291015625e+00 +9.995117187500e-01
420 -1.936523437500e+00 +2.805175781250e-01 -1.999023437500e+00 +9.997558593750e-01
421 -1.936523437500e+00 +2.813720703125e-01 -1.998046875000e+00 +9.995117187500e-01
422 -1.938232421875e+00 +2.741699218750e-01 -1.999023437500e+00 +9.997558593750e-01
423 -1.938720703125e+00 +2.698974609375e-01 -1.997070312500e+00 +9.992675781250e-01
424 -1.938232421875e+00 +2.651367187500e-01 -1.998046875000e+00 +9.995117187500e-01
425 -1.938720703125e+00 +2.701416015625e-01 -1.997558593750e+00 +9.993896484375e-01
426 -1.938720703125e+00 +2.657470703125e-01 -1.995605468750e+00 +9.989013671875e-01
427 -1.937988281250e+00 +2.653808593750e-01 -1.997070312500e+00 +9.992675781250e-01
428 -1.939453125000e+00 +2.650146484375e-01 -1.999023437500e+00 +9.997558593750e-01
429 -1.938232421875e+00 +2.646484375000e-01 -1.998046875000e+00 +9.995117187500e-01
430 -1.937744140625e+00 +2.642822265625e-01 -1.998535156250e+00 +9.996337890625e-01
431 -1.940917968750e+00 +2.681884765625e-01 -1.997070312500e+00 +9.992675781250e-01
432 -1.936767578125e+00 +2.624511718750e-01 -1.999023437500e+00 +9.997558593750e-01
433 -1.936279296875e+00 +2.680664062500e-01 -1.999023437500e+00 +9.997558593750e-01
434 -1.939697265625e+00 +2.749023437500e-01 -1.998046875000e+00 +9.995117187500e-01
435 -1.940185546875e+00 +2.800292968750e-01 -1.997558593750e+00 +9.993896484375e-01
436 -1.934814453125e+00 +2.747802734375e-01 -1.997558593750e+00 +9.993896484375e-01
437 -1.938476562500e+00 +2.794189453125e-01 -1.997070312500e+00 +9.992675781250e-01
438 -1.937744140625e+00 +2.845458984375e-01 -1.997070312500e+00 +9.992675781250e-01
439 -1.939697265625e+00 +2.846679687500e-01 -1.997558593750e+00 +9.993896484375e-01
440 -1.938476562500e+00 +2.841796875000e-01 -1.995361328125e+00 +9.987792968750e-01
441 -1.933105468750e+00 +2.783203125000e-01 -1.997070312500e+00 +9.992675781250e-01
442 -1.939453125000e+00 +2.762451171875e-01 -1.996582031250e+00 +9.991455078125e-01
443 -1.937744140625e+00 +2.778320312500e-01 -1.996582031250e+00 +9.991455078125e-01
444 -1.939697265625e+00 +2.789306640625e-01 -1.995605468750e+00 +9.989013671875e-01
445 -1.939208984375e+00 +2.788085937500e-01 -1.997558593750e+00 +9.993896484375e-01
446 -1.938720703125e+00 +2.783203125000e-01 -1.997558593750e+00 +9.993896484375e-01
447 -1.940185546875e+00 +2.786865234375e-01 -1.997558593750e+00 +9.993896484375e-01
448 -1.937744140625e+00 +2.795410156250e-01 -1.997070312500e+00 +9.992675781250e-01
449 -1.938476562500e+00 +2.817382812500e-01 -1.996582031250e+00 +9.991455078125e-01
450 -1.935546875000e+00 +2.821044921875e-01 -1.997802734375e+00 +9.993896484375e-01
451 -1.936767578125e+00 +2.807617187500e-01 -1.997070312500e+00 +9.992675781250e-01
452 -1.935546875000e+00 +2.813720703125e-01 -1.997558593750e+00 +9.992675781250e-01
453 -1.937255859375e+00 +2.816162109375e-01 -1.997070312500e+00 +9.991455078125e-01
454 -1.937255859375e+00 +2.810058593750e-01 -1.994873046875e+00 +9.985351562500e-01
455 -1.938232421875e+00 +2.766113281250e-01 -1.997314453125e+00 +9.992675781250e-01
456 -1.939453125000e+00 +2.724609375000e-01 -1.997070312500e+00 +9.992675781250e-01
457 -1.937988281250e+00 +2.725830078125e-01 -1.995605468750e+00 +9.989013671875e-01
458 -1.937988281250e+00 +2.777099609375e-01 -1.996582031250e+00 +9.991455078125e-01
459 -1.937255859375e+00 +2.773437500000e-01 -1.997070312500e+00 +9.992675781250e-01
460 -1.937988281250e+00 +2.742919921875e-01 -1.998291015625e+00 +9.995117187500e-01
461 -1.939697265625e+00 +2.744140625000e-01 -1.998535156250e+00 +9.996337890625e-01
462 -1.938964843750e+00 +2.745361328125e-01 -1.999023437500e+00 +9.997558593750e-01
463 -1.939453125000e+00 +2.708740234375e-01 -1.998535156250e+00 +9.996337890625e-01
464 -1.937500000000e+00 +2.742919921875e-01 -1.998046875000e+00 +9.995117187500e-01
465 -1.940185546875e+00 +2.797851562500e-01 -1.995605468750e+00 +9.989013671875e-01
466 -1.939697265625e+00 +2.799072265625e-01 -1.998535156250e+00 +9.996337890625e-01
467 -1.939941406250e+00 +2.803955078125e-01 -1.999023437500e+00 +9.997558593750e-01
468 -1.938476562500e+00 +2.855224609375e-01 -1.996582031250e+00 +9.991455078125e-01
469 -1.940185546875e+00 +2.860107421875e-01 -1.997558593750e+00 +9.993896484375e-01
470 -1.937988281250e+00 +2.858886718750e-01 -1.998046875000e+00 +9.995117187500e-01
471 -1.938720703125e+00 +2.852783203125e-01 -1.997070312500e+00 +9.992675781250e-01
472 -1.936035156250e+00 +2.847900390625e-01 -1.996093750000e+00 +9.990234375000e-01
473 -1.936523437500e+00 +2.789306640625e-01 -1.995605468750e+00 +9.989013671875e-01
474 -1.938232421875e+00 +2.862548828125e-01 -1.998535156250e+00 +9.996337890625e-01
475 -1.937988281250e+00 +2.849121093750e-01 -1.995361328125e+00 +9.987792968750e-01
476 -1.937988281250e+00 +2.854003906250e-01 -1.998046875000e+00 +9.995117187500e-01
477 -1.936767578125e+00 +2.790527343750e-01 -1.998046875000e+00 +9.995117187500e-01
478 -1.937011718750e+00 +2.790527343750e-01 -1.997558593750e+00 +9.993896484375e-01
479 -1.939941406250e+00 +2.836914062500e-01 -1.997558593750e+00 +9.993896484375e-01
480 -1.939697265625e+00 +2.836914062500e-01 -1.996337890625e+00 +9.990234375000e-01
481 -1.938476562500e+00 +2.797851562500e-01 -1.997558593750e+00 +9.993896484375e-01
482 -1.937500000000e+00 +2.773437500000e-01 -1.997558593750e+00 +9.993896484375e-01
483 -1.939453125000e+00 +2.742919921875e-01 -1.998046875000e+00 +9.995117187500e-01
484 -1.937011718750e+00 +2.691650390625e-01 -1.996582031250e+00 +9.991455078125e-01
485 -1.938720703125e+00 +2.740478515625e-01 -1.996093750000e+00 +9.990234375000e-01
486 -1.938476562500e+00 +2.777099609375e-01 -1.996337890625e+00 +9.990234375000e-01
487 -1.937255859375e+00 +2.730712890625e-01 -1.996582031250e+00 +9.991455078125e-01
488 -1.940917968750e+00 +2.763671875000e-01 -1.997558593750e+00 +9.993896484375e-01
489 -1.940185546875e+00 +2.768554687500e-01 -1.997558593750e+00 +9.993896484375e-01
490 -1.939453125000e+00 +2.773437500000e-01 -1.996093750000e+00 +9.990234375000e-01
491 -1.940429687500e+00 +2.755126953125e-01 -1.999023437500e+00 +9.997558593750e-01
492 -1.939453125000e+00 +2.758789062500e-01 -1.998535156250e+00 +9.996337890625e-01
493 -1.937255859375e+00 +2.755126953125e-01 -1.995849609375e+00 +9.989013671875e-01
494 -1.941162109375e+00 +2.786865234375e-01 -1.997070312500e+00 +9.992675781250e-01
495 -1.940185546875e+00 +2.780761718750e-01 -1.995849609375e+00 +9.989013671875e-01
496 -1.940185546875e+00 +2.697753906250e-01 -1.997558593750e+00 +9.993896484375e-01
497 -1.939697265625e+00 +2.618408203125e-01 -1.998046875000e+00 +9.995117187500e-01
498 -1.939697265625e+00 +2.613525390625e-01 -1.996582031250e+00 +9.991455078125e-01
499 -1.941162109375e+00 +2.557373046875e-01 -1.995849609375e+00 +9.989013671875e-01
500 -1.941894531250e+00 +2.562255859375e-01 -1.996337890625e+00 +9.990234375000e-01
501 -1.941162109375e+00 +2.561035156250e-01 -1.995117187500e+00 +9.987792968750e-01
502 -1.942138671875e+00 +2.567138671875e-01 -1.998535156250e+00 +9.996337890625e-01
503 -1.940185546875e+00 +2.486572265625e-01 -1.999511718750e+00 +9.998779296875e-01
504 -1.939453125000e+00 +2.487792968750e-01 -1.995849609375e+00 +9.989013671875e-01
505 -1.939941406250e+00 +2.486572265625e-01 -1.995849609375e+00 +9.989013671875e-01
506 -1.939453125000e+00 +2.482910156250e-01 -1.996337890625e+00 +9.990234375000e-01
507 -1.939697265625e+00 +2.486572265625e-01 -1.997314453125e+00 +9.992675781250e-01
508 -1.940429687500e+00 +2.482910156250e-01 -1.994873046875e+00 +9.986572265625e-01
509 -1.939697265625e+00 +2.515869140625e-01 -1.995849609375e+00 +9.987792968750e-01
510 -1.940673828125e+00 +2.515869140625e-01 -1.996582031250e+00 +9.990234375000e-01
511 -1.937500000000e+00 +2.514648437500e-01 -1.996826171875e+00 +9.991455078125e-01
512 -1.937255859375e+00 +2.526855468750e-01 -1.998046875000e+00 +9.995117187500e-01
513 -1.937988281250e+00 +2.520751953125e-01 -1.997558593750e+00 +9.993896484375e-01
514 -1.937744140625e+00 +2.568359375000e-01 -1.996582031250e+00 +9.991455078125e-01
515 -1.939208984375e+00 +2.622070312500e-01 -1.998046875000e+00 +9.995117187500e-01
516 -1.938232421875e+00 +2.625732421875e-01 -1.996093750000e+00 +9.990234375000e-01
517 -1.938964843750e+00 +2.563476562500e-01 -1.996826171875e+00 +9.991455078125e-01
518 -1.936523437500e+00 +2.622070312500e-01 -1.996093750000e+00 +9.990234375000e-01
519 -1.937500000000e+00 +2.662353515625e-01 -1.997070312500e+00 +9.992675781250e-01
520 -1.939208984375e+00 +2.618408203125e-01 -1.998046875000e+00 +9.995117187500e-01
521 -1.939697265625e+00 +2.681884765625e-01 -1.997802734375e+00 +9.993896484375e-01
522 -1.938720703125e+00 +2.683105468750e-01 -1.997314453125e+00 +9.992675781250e-01
523 -1.938964843750e+00 +2.727050781250e-01 -1.995361328125e+00 +9.987792968750e-01
524 -1.938476562500e+00 +2.770996093750e-01 -1.994628906250e+00 +9.986572265625e-01
525 -1.939941406250e+00 +2.825927734375e-01 -1.996337890625e+00 +9.990234375000e-01
526 -1.940185546875e+00 +2.763671875000e-01 -1.995361328125e+00 +9.987792968750e-01
527 -1.940673828125e+00 +2.824707031250e-01 -1.996582031250e+00 +9.991455078125e-01
528 -1.939941406250e+00 +2.834472656250e-01 -1.995605468750e+00 +9.989013671875e-01
529 -1.940673828125e+00 +2.814941406250e-01 -1.997314453125e+00 +9.992675781250e-01
530 -1.941406250000e+00 +2.778320312500e-01 -1.996582031250e+00 +9.991455078125e-01
531 -1.938720703125e+00 +2.803955078125e-01 -1.998046875000e+00 +9.995117187500e-01
532 -1.941650390625e+00 +2.773437500000e-01 -1.996582031250e+00 +9.991455078125e-01
533 -1.939697265625e+00 +2.775878906250e-01 -1.996093750000e+00 +9.990234375000e-01
534 -1.939208984375e+00 +2.747802734375e-01 -1.996582031250e+00 +9.991455078125e-01
535 -1.938232421875e+00 +2.707519531250e-01 -1.998046875000e+00 +9.995117187500e-01
536 -1.937988281250e+00 +2.716064453125e-01 -1.996582031250e+00 +9.991455078125e-01
537 -1.941406250000e+00 +2.788085937500e-01 -1.996826171875e+00 +9.991455078125e-01
538 -1.941406250000e+00 +2.724609375000e-01 -1.996093750000e+00 +9.990234375000e-01
539 -1.940673828125e+00 +2.786865234375e-01 -1.999511718750e+00 +9.998779296875e-01
540 -1.939453125000e+00 +2.775878906250e-01 -1.999023437500e+00 +9.997558593750e-01
541 -1.938964843750e+00 +2.779541015625e-01 -1.999023437500e+00 +9.997558593750e-01
542 -1.938720703125e+00 +2.741699218750e-01 -1.996582031250e+00 +9.991455078125e-01
543 -1.938720703125e+00 +2.736816406250e-01 -1.996093750000e+00 +9.990234375000e-01
544 -1.941406250000e+00 +2.786865234375e-01 -1.995605468750e+00 +9.989013671875e-01
545 -1.941406250000e+00 +2.791748046875e-01 -1.995849609375e+00 +9.989013671875e-01
546 -1.941894531250e+00 +2.851562500000e-01 -1.997314453125e+00 +9.992675781250e-01
547 -1.939208984375e+00 +2.854003906250e-01 -1.998046875000e+00 +9.995117187500e-01
548 -1.937988281250e+00 +2.900390625000e-01 -1.997558593750e+00 +9.993896484375e-01
549 -1.937255859375e+00 +2.917480468750e-01 -1.996826171875e+00 +9.991455078125e-01
550 -1.940429687500e+00 +2.922363281250e-01 -1.997070312500e+00 +9.992675781250e-01
551 -1.941162109375e+00 +2.926025390625e-01 -1.998535156250e+00 +9.996337890625e-01
552 -1.940185546875e+00 +2.949218750000e-01 -1.999023437500e+00 +9.997558593750e-01
553 -1.942871093750e+00 +2.971191406250e-01 -1.998535156250e+00 +9.996337890625e-01
554 -1.940185546875e+00 +3.020019531250e-01 -1.998046875000e+00 +9.995117187500e-01
555 -1.941650390625e+00 +3.022460937500e-01 -1.997070312500e+00 +9.992675781250e-01
556 -1.943359375000e+00 +3.065185546875e-01 -1.996582031250e+00 +9.991455078125e-01
557 -1.940917968750e+00 +3.007812500000e-01 -1.996582031250e+00 +9.991455078125e-01
558 -1.940917968750e+00 +3.007812500000e-01 -1.998046875000e+00 +9.995117187500e-01
559 -1.940673828125e+00 +3.052978515625e-01 -1.997558593750e+00 +9.993896484375e-01
560 -1.940673828125e+00 +3.055419921875e-01 -1.996582031250e+00 +9.991455078125e-01
561 -1.939941406250e+00 +3.032226562500e-01 -1.997070312500e+00 +9.992675781250e-01
562 -1.940917968750e+00 +3.032226562500e-01 -1.997558593750e+00 +9.992675781250e-01
563 -1.940185546875e+00 +3.029785156250e-01 -1.996582031250e+00 +9.991455078125e-01
564 -1.940673828125e+00 +3.026123046875e-01 -1.996337890625e+00 +9.990234375000e-01
565 -1.943115234375e+00 +3.078613281250e-01 -1.994628906250e+00 +9.984130859375e-01
566 -1.942626953125e+00 +3.009033203125e-01 -1.996582031250e+00 +9.991455078125e-01
567 -1.940429687500e+00 +3.007812500000e-01 -1.997070312500e+00 +9.992675781250e-01
568 -1.939697265625e+00 +3.009033203125e-01 -1.995605468750e+00 +9.989013671875e-01
569 -1.939941406250e+00 +3.081054687500e-01 -1.996337890625e+00 +9.990234375000e-01
570 -1.940185546875e+00 +3.005371093750e-01 -1.995605468750e+00 +9.989013671875e-01
571 -1.942138671875e+00 +3.010253906250e-01 -1.994628906250e+00 +9.986572265625e-01
572 -1.942138671875e+00 +3.062744140625e-01 -1.994628906250e+00 +9.986572265625e-01
573 -1.941650390625e+00 +3.104248046875e-01 -1.995117187500e+00 +9.987792968750e-01
574 -1.939697265625e+00 +3.133544921875e-01 -1.997558593750e+00 +9.993896484375e-01
575 -1.938476562500e+00 +3.128662109375e-01 -1.997558593750e+00 +9.993896484375e-01
576 -1.939941406250e+00 +3.125000000000e-01 -1.997558593750e+00 +9.993896484375e-01
577 -1.940917968750e+00 +3.166503906250e-01 -1.999023437500e+00 +9.997558593750e-01
578 -1.941162109375e+00 +3.111572265625e-01 -2.000000000000e+00 +1.000000000000e+00
579 -1.940185546875e+00 +3.160400390625e-01 -1.998046875000e+00 +9.995117187500e-01
580 -1.940673828125e+00 +3.159179687500e-01 -1.996582031250e+00 +9.991455078125e-01
581 -1.938232421875e+00 +3.159179687500e-01 -1.996093750000e+00 +9.990234375000e-01
582 -1.940673828125e+00 +3.122558593750e-01 -1.995117187500e+00 +9.987792968750e-01
583 -1.941406250000e+00 +3.121337890625e-01 -1.997314453125e+00 +9.992675781250e-01
584 -1.941650390625e+00 +3.109130859375e-01 -1.997558593750e+00 +9.993896484375e-01
585 -1.941650390625e+00 +3.060302734375e-01 -1.996582031250e+00 +9.991455078125e-01
586 -1.939941406250e+00 +3.094482421875e-01 -1.997558593750e+00 +9.993896484375e-01
587 -1.938476562500e+00 +3.155517578125e-01 -1.997558593750e+00 +9.993896484375e-01
588 -1.940917968750e+00 +3.200683593750e-01 -1.998046875000e+00 +9.995117187500e-01
589 -1.943359375000e+00 +3.264160156250e-01 -1.998046875000e+00 +9.995117187500e-01
590 -1.942138671875e+00 +3.258056640625e-01 -1.997558593750e+00 +9.993896484375e-01
591 -1.941162109375e+00 +3.254394531250e-01 -1.995361328125e+00 +9.987792968750e-01
592 -1.944580078125e+00 +3.203125000000e-01 -1.998535156250e+00 +9.996337890625e-01
593 -1.941894531250e+00 +3.194580078125e-01 -1.998535156250e+00 +9.996337890625e-01
594 -1.942382812500e+00 +3.099365234375e-01 -1.997802734375e+00 +9.993896484375e-01
595 -1.941406250000e+00 +3.094482421875e-01 -1.999023437500e+00 +9.997558593750e-01
596 -1.941894531250e+00 +3.182373046875e-01 -1.998535156250e+00 +9.996337890625e-01
597 -1.940185546875e+00 +3.115234375000e-01 -1.997070312500e+00 +9.992675781250e-01
598 -1.940917968750e+00 +3.060302734375e-01 -1.997070312500e+00 +9.992675781250e-01
599 -1.940673828125e+00 +3.061523437500e-01 -1.994873046875e+00 +9.986572265625e-01
600 -1.941162109375e+00 +3.062744140625e-01 -1.994140625000e+00 +9.985351562500e-01
